question_id,source_kind,course_id,level,module_id,title,ข้อที่,รูปแบบโจทย์,คำถาม (Question),ตัวเลือก (Choices),เฉลย (Answer),มาตราที่เกี่ยวข้อง (Sections),คำอธิบายเหตุผล (Explanation),hint_1,hint_2,hint_3,yaml_path,source_note
q-level1-41215-import-012,pasted_quiz_data,41215,1,module-02-property,จงจับคู่ 'ประเภททรัพยสิทธิ' กับ 'ระดับการตัดทอนอำนาจกรรมสิทธ,12,Matching,"จงจับคู่ 'ประเภททรัพยสิทธิ' กับ 'ระดับการตัดทอนอำนาจกรรมสิทธิ์ของเจ้าของทรัพย์สิน' ให้ถูกต้อง:
1. กรรมสิทธิ์ (มาตรา 1336)
2. สิทธิเก็บกิน (มาตรา 1417)

A: สิทธิครอบครอง ใช้สอย จำหน่าย และถือได้ซึ่งดอกผลอย่างสมบูรณ์และถาวรที่สุด
B: ทรัพยสิทธิที่ตัดทอนอำนาจกรรมสิทธิ์มากที่สุด จนเจ้าของเหลือเพียง 'กรรมสิทธิ์เปล่า' (Bare Ownership)","ก. 1-B, 2-A
ข. 1-A, 2-B
ค. ทั้ง 1 และ 2 คือข้อ A
ง. ทั้ง 1 และ 2 คือข้อ B",ข,"มาตรา 1336, 1417",กรรมสิทธิ์ (1) คือสิทธิที่ยิ่งใหญ่และสมบูรณ์ที่สุด (A) ขณะที่สิทธิเก็บกิน (2) จะโอนสิทธิครอบครอง บริหารจัดการ และเก็บเกี่ยวผลประโยชน์ทั้งหมดไปให้ผู้ทรงสิทธิ ทำให้เจ้าของกรรมสิทธิ์โดนตัดทอนสิทธิมากที่สุด (B),"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-013,pasted_quiz_data,41215,1,"",จงจับคู่ 'ประเภทของที่ดินวัด' ตาม พ.ร.บ. คณะสงฆ์ ให้ถูกต้องต,13,Matching,"จงจับคู่ 'ประเภทของที่ดินวัด' ตาม พ.ร.บ. คณะสงฆ์ ให้ถูกต้องตามลักษณะกรรมสิทธิ์:
1. ที่ธรณีสงฆ์
2. ที่กัลปนา

A: ที่ดินที่เป็นกรรมสิทธิ์ของวัดแต่ใช้หาผลประโยชน์
B: ที่ดินที่กรรมสิทธิ์เป็นของเอกชน/ผู้อื่น แต่อุทิศเฉพาะ 'ผลประโยชน์หรือรายได้' ที่เกิดจากที่ดินนั้นให้แก่วัด","ก. 1-B, 2-A
ข. 1-A, 2-B
ค. ทั้ง 1 และ 2 คือข้อ A
ง. ทั้ง 1 และ 2 คือข้อ B",ข,พ.ร.บ. คณะสงฆ์,ที่ธรณีสงฆ์ (1) กรรมสิทธิ์เป็นของวัดโดยสมบูรณ์ (A) ส่วนที่กัลปนา (2) ตัวกรรมสิทธิ์ที่ดินอาจเป็นของผู้อื่น แต่อุทิศเพียงผลประโยชน์จากที่ดินนั้นให้แก่วัดหรือศาสนา (B),"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-014,pasted_quiz_data,41215,1,module-01-torts-unjust-enrichment,จงจับคู่ 'ยานพาหนะ' กับ 'การปรับใช้ตามมาตรา 437 วรรคแรก (ควา,14,Matching,"จงจับคู่ 'ยานพาหนะ' กับ 'การปรับใช้ตามมาตรา 437 วรรคแรก (ความรับผิดเด็ดขาด)' ให้ถูกต้อง:
1. รถยนต์หรือรถจักรยานยนต์ที่กำลังแล่นอยู่บนท้องถนน
2. เรือลากจูงที่ไม่มีเครื่องยนต์แต่พ่วงติดกับเรือยนต์และกำลังแล่น

A: จัดเป็นยานพาหนะอันเดินด้วยกำลังเครื่องจักรกลโดยสภาพโดยตรง
B: จัดเป็นยานพาหนะอันเดินด้วยกำลังเครื่องจักรกลโดยการปรับใช้ร่วมกันขณะแล่น","ก. 1-A, 2-B
ข. 1-B, 2-A
ค. ทั้ง 1 และ 2 คือข้อ A
ง. ทั้ง 1 และ 2 คือข้อ B",ก,มาตรา 437,รถยนต์/มอเตอร์ไซค์เป็นยานพาหนะเครื่องจักรกลโดยสภาพ (A) ส่วนเรือพ่วงแม้ไม่มีเครื่องยนต์ในตัวเอง แต่เมื่อถูกลากจูงด้วยเรือยนต์ในขณะแล่น ย่อมถือเป็นองค์ประกอบหนึ่งของยานพาหนะที่เดินด้วยกำลังเครื่องจักรกลตามมาตรา 437 (B),"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-015,pasted_quiz_data,41215,1,"",จงจับคู่ 'เอกสารสิทธิ์เกี่ยวกับที่ดิน' กับ 'นิยาม/หน้าที่ทาง,15,Matching,"จงจับคู่ 'เอกสารสิทธิ์เกี่ยวกับที่ดิน' กับ 'นิยาม/หน้าที่ทางกฎหมาย' ให้ถูกต้อง:
1. ใบจอง (น.ส. 2)
2. ใบไต่สวน (น.ส. 5)

A: หนังสือแสดงการยอมให้เข้าครอบครองที่ดินชั่วคราว
B: หนังสือแสดงการสอบสวนเพื่อออกโฉนดที่ดิน แสดงว่าได้รังวัดและสอบสวนเขตที่ดินแล้ว","ก. 1-B, 2-A
ข. 1-A, 2-B
ค. ทั้ง 1 และ 2 คือข้อ A
ง. ทั้ง 1 และ 2 คือข้อ B",ข,ประมวลกฎหมายที่ดิน,ใบจอง (น.ส. 2) คือหนังสืออนุญาตให้เข้าครอบครองที่ดินชั่วคราว (A) ส่วนใบไต่สวน (น.ส. 5) เป็นหนังสือแสดงกระบวนการรังวัดสอบสวนเขตเพื่อเตรียมออกโฉนดที่ดินต่อไป (B),"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-016,pasted_quiz_data,41215,1,module-01-torts-unjust-enrichment,เมื่อพิจารณาโครงสร้างความรับผิดฐานละเมิดตาม ป.พ.พ. มาตรา 420,16,Element Selection,เมื่อพิจารณาโครงสร้างความรับผิดฐานละเมิดตาม ป.พ.พ. มาตรา 420 ข้อใดระบุ 'องค์ประกอบภายในและภายนอก' ของการทำละเมิดได้ครบถ้วนและถูกต้องที่สุด,"ก. (1) มีการกระทำ (2) จงใจหรือประมาทเลินเล่อ (3) ทำต่อผู้อื่นโดยมิชอบด้วยกฎหมาย (4) เกิดความเสียหายแก่ชีวิต ร่างกาย อนามัย เสรีภาพ ทรัพย์สินหรือสิทธิอย่างใดอย่างหนึ่ง
ข. (1) มีการกระทำ (2) มีเจตนาทุจริต (3) ทำต่อผู้อื่นโดยผิดสัญญา (4) เกิดความเสียหายทางจิตใจ
ค. (1) ไม่มีการกระทำ (2) มีเจตนาฆ่า (3) ทำต่อทรัพย์สินสาธารณะ (4) ไม่เกิดความเสียหาย
ง. (1) มีการกระทำ (2) รู้เท่าไม่ถึงการณ์ (3) ทำตามคำสั่งผู้บังคับบัญชา (4) เกิดความเสียหายทั่วไป
จ. (1) มีสิทธิทำได้ (2) ประมาทเลินเล่อ (3) ทำต่อเครือญาติ (4) เกิดความเสียหายเชิงซ้อน",ก,มาตรา 420,องค์ประกอบตามมาตรา 420 ต้องประกอบด้วย 4 ส่วนหลัก คือ 1. มีการกระทำ (โดยรู้สำนึก) 2. มีจงใจหรือประมาทเลินเล่อ (องค์ประกอบภายใน) 3. เป็นการกระทำโดยมิชอบด้วยกฎหมาย (ไม่มีสิทธิ์หรืออำนาจตามกฎหมาย) 4. ก่อให้เกิดความเสียหายต่อสิทธิหรือเนื้อตัวร่างกาย/ทรัพย์สินของผู้อื่น,"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-017,pasted_quiz_data,41215,1,module-02-property,ข้อใดเป็นองค์ประกอบสำคัญตามมาตรา 1308 ที่ทำให้ 'ที่งอกริมตลิ,17,Element Selection,ข้อใดเป็นองค์ประกอบสำคัญตามมาตรา 1308 ที่ทำให้ 'ที่งอกริมตลิ่ง' ตกเป็นกรรมสิทธิ์ของเจ้าของที่ดินแปลงแม่ทันทีโดยหลักส่วนควบ,"ก. (1) ต้องเป็นที่ดินงอกออกจากตลิ่ง (2) งอกขึ้นตามธรรมชาติ (3) งอกออกไปจากที่ดินผืนแม่ติดต่อกันเป็นผืนเดียวในฤดูน้ำลดและไม่ขาดตอน
ข. (1) ต้องเป็นที่ดินถมขึ้นเอง (2) มีรั้วกั้นชัดเจน (3) เจ้าของที่ดินข้างเคียงยินยอม
ค. (1) เกิดจากการเปลี่ยนทางเดินน้ำของรัฐ (2) มีการออกโฉนดใหม่แล้ว (3) เป็นที่สาธารณะ
ง. (1) งอกในทะเล (2) งอกขึ้นจากการก่อสร้างขื่อน (3) รัฐอนุญาตให้ครอบครอง
จ. ถูกทุกข้อ",ก,มาตรา 1308,ที่งอกริมตลิ่งตามมาตรา 1308 ต้องเกิดจากนํ้าพัดพาตะกอนมาทับถมตามธรรมชาติจนงอกสูงพ้นนํ้าในฤดูนํ้าตามปกติ และต้องงอกออกจากที่ดินแปลงเดิมติดต่อกันออกไป ไม่ใช่เกาะที่เกิดขึ้นแยกต่างหากหรือเกิดจากการจงใจถมที่ดินของมนุษย์,"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-018,pasted_quiz_data,41215,1,module-02-property,ตามมาตรา 1350 (ข้อยกเว้นเรื่องทางจำเป็น) องค์ประกอบใดที่ทำให,18,Element Selection,ตามมาตรา 1350 (ข้อยกเว้นเรื่องทางจำเป็น) องค์ประกอบใดที่ทำให้เจ้าของที่ดินที่โดนล้อมมีสิทธิเปิดทางจำเป็นได้ 'โดยไม่ต้องจ่ายค่าทดแทน',"ก. ที่ดินนั้นถูกล้อมเนื่องจากสภาพธรรมชาติเปลี่ยนไป เช่น เกิดแผ่นดินทรุด
ข. ที่ดินผืนเดิมมีการแบ่งแยกหรือแบ่งโอนกัน เป็นเหตุให้ที่ดินแปลงหนึ่งแปลงใดไม่มีทางออกไปสู่ทางสาธารณะ
ค. ที่ดินนั้นมีการใช้สิทธิเดินผ่านมาเกินกว่า 10 ปีแล้วจนเกิดความคุ้นเคย
ง. เจ้าของที่ดินแปลงที่ล้อมรอบอยู่เป็นญาติสืบสายโลหิตโดยตรง
จ. ที่ดินนั้นมีขนาดเล็กกว่า 1 ไร่และประกอบเกษตรกรรมเพื่อยังชีพ",ข,มาตรา 1350,มาตรา 1350 บัญญัติข้อยกเว้นไว้ชัดเจนว่า ถ้าที่ดินแบ่งแยกหรือแบ่งโอนกันจนทำให้ที่ดินแปลงในไม่มีทางออก ให้เรียกร้องเอาทางจำเป็นบนที่ดินแปลงที่ได้แบ่งแยกหรือแบ่งโอนกันนั้นได้ และ 'ไม่ต้องเสียค่าทดแทน' แตกต่างจากทางจำเป็นกรณีปกติทั่วไป,"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-019,pasted_quiz_data,41215,1,module-02-property,ข้อใดคือองค์ประกอบทางข้อเท็จจริงที่ต้องครบถ้วนในการได้สิทธิค,19,Element Selection,ข้อใดคือองค์ประกอบทางข้อเท็จจริงที่ต้องครบถ้วนในการได้สิทธิครอบครองตาม ป.พ.พ. มาตรา 1367,"ก. (1) เข้ายึดถือทรัพย์สินนั้นไว้ (2) โดยเจตนาจะยึดถือเพื่อตนเอง
ข. (1) มีชื่อในโฉนดที่ดิน (2) ทำสัญญาเช่ากับรัฐ
ค. (1) เข้าทำประโยชน์ชั่วคราว (2) โดยเจตนาจะแบ่งปันให้ผู้อื่น
ง. (1) แย่งชิงทรัพย์สินมา (2) โดยมีพยานรู้เห็นเกินสองคน
จ. (1) ได้รับมรดกมา (2) โดยมีการจดทะเบียนสิทธิเสร็จสิ้น",ก,มาตรา 1367,สิทธิครอบครองเป็นทรัพยสิทธิที่เน้นองค์ประกอบทางข้อเท็จจริง 2 ส่วน คือ การเข้ายึดถือทางกายภาพ (Corpus) และการมีเจตนาในจิตใจที่จะยึดถือทรัพย์สินนั้นเพื่อประโยชน์ของตนเองตามกฎหมาย (Animus),"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-020,pasted_quiz_data,41215,1,module-01-torts-unjust-enrichment,ข้อใดระบุองค์ประกอบของ 'ส่วนควบ' ตามมาตรา 144 วรรคแรก ได้อย่,20,Element Selection,ข้อใดระบุองค์ประกอบของ 'ส่วนควบ' ตามมาตรา 144 วรรคแรก ได้อย่างถูกต้องสมบูรณ์,"ก. (1) เป็นทรัพย์สองสิ่งแยกกันเด็ดขาด (2) มูลค่าเท่ากัน (3) ใช้สลับแทนกันได้
ข. (1) ทรัพย์ซึ่งโดยสภาพหรือโดยจารีตประเพณีแห่งท้องถิ่น (2) เป็นสาระสำคัญในความเป็นอยู่ของทรัพย์นั้น (3) ไม่อาจแยกจากกันได้นอกจากจะทำลาย ทำให้บุบสลาย หรือทำให้ทรัพย์นั้นเปลี่ยนแปลงรูปทรงหรือลักษณะไป
ค. (1) ทรัพย์ที่นำมาติดไว้ชั่วคราว (2) ถอนออกได้ง่าย (3) เจ้าของต่างกัน
ง. (1) เป็นอสังหาริมทรัพย์ทั้งคู่ (2) รัฐบาลจัดสรรให้ (3) ห้ามโอน
จ. ถูกทุกข้อ",ข,มาตรา 144,ส่วนควบต้องเป็นทรัพย์สาระสำคัญหลักตามสภาพหรือจารีตประเพณี ที่รวมเข้ากับทรัพย์ประธานจนเป็นเนื้อเดียวกัน หากแยกออกจะทำให้ทรัพย์นั้นชำรุด บุบสลาย หรือสูญเสียสภาพเดิมไป เช่น ถนนซีเมนต์บนที่ดิน หรือเนื้อครีมในกระป๋อง,"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-021,pasted_quiz_data,41215,1,module-01-torts-unjust-enrichment,การที่บุคคลหนึ่งได้ทรัพย์สินมาโดย 'ปราศจากมูลอันจะอ้างกฎหมาย,21,Section Selection,การที่บุคคลหนึ่งได้ทรัพย์สินมาโดย 'ปราศจากมูลอันจะอ้างกฎหมายได้' และทำให้อีกฝ่ายเสียเปรียบ ฝ่ายที่เสียเปรียบต้องใช้สิทธิเรียกคืนตามฐานกฎหมายใด,"ก. มูลละเมิด ตามมาตรา 420
ข. เรื่องลาภมิควรได้ ตามมาตรา 406
ค. เรื่องจัดการงานนอกสั่ง ตามมาตรา 395
ง. สิทธิการครอบครองปรปักษ์ ตามมาตรา 1382
จ. เรื่องทรัพย์สินส่วนควบ ตามมาตรา 144",ข,มาตรา 406,ข้อความดังกล่าวตรงกับบทนิยามและหลักกฎหมายเรื่อง 'ลาภมิควรได้' ตามมาตรา 406 ซึ่งบัญญัติให้ผู้ที่ได้รับทรัพย์สินไว้โดยไม่มีมูลอ้างกฎหมายได้ มีหน้าที่ต้องส่งคืนทรัพย์สินนั้นให้แก่ฝ่ายที่เสียเปรียบ,"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-022,pasted_quiz_data,41215,1,module-02-property,หากต้องการตรวจสอบเงื่อนไขว่า 'การครอบครองอสังหาริมทรัพย์ของผ,22,Section Selection,หากต้องการตรวจสอบเงื่อนไขว่า 'การครอบครองอสังหาริมทรัพย์ของผู้อื่นโดยสงบ เปิดเผย และด้วยเจตนาเป็นเจ้าของ' ต้องทำติดต่อกันเป็นเวลากี่ปีจึงจะได้กรรมสิทธิ์ จะต้องอ้างอิงบทบัญญัติมาตราใด,"ก. มาตรา 1367 (สิทธิครอบครอง)
ข. มาตรา 1382 (ครอบครองปรปักษ์)
ค. มาตรา 1299 (การโอนทรัพยสิทธิ)
ง. มาตรา 1304 (สาธารณสมบัติ)
จ. มาตรา 1402 (สิทธิอาศัย)",ข,มาตรา 1382,มาตรา 1382 เป็นบทบัญญัติว่าด้วยการได้กรรมสิทธิ์ในอสังหาริมทรัพย์ของผู้อื่นผ่านทาง 'การครอบครองปรปักษ์' โดยมีเงื่อนไขสำคัญคือ สงบ เปิดเผย เจตนาเป็นเจ้าของ และครอบครองติดต่อกันเป็นเวลา 10 ปี,"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-023,pasted_quiz_data,41215,1,module-02-property,มาตราใดใน ป.พ.พ. ที่บัญญัติถึงสิทธิของ 'เจ้าของรวม' ว่ามีสิท,23,Section Selection,มาตราใดใน ป.พ.พ. ที่บัญญัติถึงสิทธิของ 'เจ้าของรวม' ว่ามีสิทธิเต็มที่ในการที่จะจำหน่าย จำนำ หรือสร้างภาระติดพันเฉพาะ 'ส่วนหรือสัดส่วนของตนเอง' ได้โดยลำพังโดยไม่ต้องขออนุมัติจากคนอื่น,"ก. มาตรา 1336
ข. มาตรา 1361 วรรคแรก
ค. มาตรา 1356
ง. มาตรา 1299
จ. มาตรา 1387",ข,มาตรา 1361 วรรคแรก,ตามมาตรา 1361 วรรคแรก เจ้าของรวมคนหนึ่งๆ มีสิทธิเต็มสัดส่วนในการจัดการจำหน่ายหรือโอนทรัพย์สิน 'เฉพาะส่วนของตนเอง' ได้โดยอิสระ ต่างจากการจัดการตัวทรัพย์สินทั้งหมดร่วมกันซึ่งต้องใช้เสียงส่วนใหญ่หรือเอกฉันท์ตามกรณี,"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-024,pasted_quiz_data,41215,1,module-02-property,ผู้อาศัยมีสิทธิเก็บเอา 'ผลธรรมดาแห่งที่ดิน' (เช่น พืชผักสวนค,24,Section Selection,ผู้อาศัยมีสิทธิเก็บเอา 'ผลธรรมดาแห่งที่ดิน' (เช่น พืชผักสวนครัวหรือเห็ดที่ขึ้นตามธรรมชาติ) มาบริโภคในครัวเรือนได้ สิทธินี้ได้รับการรับรองไว้ในมาตราใด,"ก. มาตรา 144
ข. มาตรา 1406
ค. มาตรา 1308
ง. มาตรา 1349
จ. มาตรา 1417",ข,มาตรา 1406,มาตรา 1406 บัญญัติรับรองสิทธิของผู้อาศัยในโรงเรือนไว้ว่า ย่อมมีสิทธิเก็บผลธรรมดาแห่งที่ดินนั้นมาใช้บริโภคในครัวเรือนได้เท่าที่จำเป็น เว้นแต่จะมีข้อตกลงห้ามไว้ชัดแจ้งเป็นอย่างอื่น,"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
q-level1-41215-import-025,pasted_quiz_data,41215,1,module-02-property,ข้อยกเว้นปกป้อง 'ผู้ซื้อทรัพย์สินโดยสุจริตจากการขายทอดตลาดตา,25,Section Selection,ข้อยกเว้นปกป้อง 'ผู้ซื้อทรัพย์สินโดยสุจริตจากการขายทอดตลาดตามคำสั่งศาล' (ทำให้สิทธิไม่เสียไปแม้ภายหลังจะพิสูจน์ได้ว่าทรัพย์นั้นไม่ใช่ของจำเลย) บัญญัติไว้ในมาตราใดเพื่อคุ้มครองความศักดิ์สิทธิ์ของระบบศาล,"ก. มาตรา 1304
ข. มาตรา 1330
ค. มาตรา 1299
ง. มาตรา 1382
จ. มาตรา 437",ข,มาตรา 1330,มาตรา 1330 คุ้มครองผู้ซื้อทรัพย์จากการขายทอดตลาดตามคำสั่งศาล หรือคำสั่งเจ้าพนักงานบังคับคดีโดยสุจริต สิทธิของผู้ซื้อย่อมสมบูรณ์ไม่เสียไป ซึ่งเป็นข้อยกเว้นสำคัญของหลักทั่วไปที่ว่า 'ผู้รับโอนไม่มีสิทธิดีกว่าผู้โอน',"","","","",นำเข้าจาก pasted-text.txt วันที่ 2026-07-16
